audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\fuel\litres_to_get_to_the_end,5.wav,litri per arrivare alla fine,litri per arrivare alla fine,liters to get to the end
\voice\fuel\minutes_remaining,1.wav,minuti di carburante rimasti,minuti di carburante rimasti,minutes of fuel remaining
\voice\fuel\minutes_remaining,2.wav,minuti di carburante rimasti,minuti di carburante rimasti,minutes of fuel left
\voice\fuel\minutes_remaining,3.wav,minuti di carburante rimasti,minuti di carburante rimasti,minutes of fuel remaining
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,1.wav,dovremo aggiungere un gallone per arrivare alla fine,dovremo aggiungere un gallone per arrivare alla fine,we'll need to add 1 gallon to get to the end
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,2.wav,ci servira' un gallone per arrivare alla fine,ci servira' un gallone per arrivare alla fine,we'll need 1 gallon to get to the end
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,3.wav,avremo bisogno di 1 gallone per arrivare alla fine della gara,avremo bisogno di 1 gallone per arrivare alla fine della gara,we'll need to 1 gallon to get to the end of the race
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,4.wav,ci servira' un gallone per arrivare alla fine,ci servira' un gallone per arrivare alla fine,we'll need to 1 gallon to get to the end
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,5.wav,avremo bisogno di 1 gallone per arrivare alla fine della gara,avremo bisogno di 1 gallone per arrivare alla fine della gara,we'll need to 1 gallon to get to the end of the race
\voice\fuel\one_gallon_remaining,1.wav,e' rimasto un gallone,e' rimasto un gallone,1 gallon remaining
\voice\fuel\one_gallon_remaining,2.wav,hai un gallone rimasto,hai un gallone rimasto,you've got 1 gallon left
\voice\fuel\one_gallon_remaining,3.wav,e' rimasto un gallone,e' rimasto un gallone,1 gallon remaining
\voice\fuel\one_gallon_remaining,4.wav,hai un gallone rimasto,hai un gallone rimasto,you've got 1 gallon left
\voice\fuel\one_lap_fuel,1.wav,hai carburante sufficiente solo per questo giro,hai carburante sufficiente solo per questo giro,you've only got enough fuel for this lap
\voice\fuel\one_lap_fuel,2.wav,e' l'ultimo giro di carburante,e' l'ultimo giro di carburante,this is the last lap of fuel
\voice\fuel\one_lap_fuel,3.wav,pensiamo che rimarrai senza carburante al prossimo giro,pensiamo che rimarrai senza carburante al prossimo giro,we think you'll be out of fuel on the next lap
\voice\fuel\one_litre_remaining,1.wav,e' rimasto un litro,e' rimasto un litro,one liter remaining
\voice\fuel\one_litre_remaining,2.wav,e' rimasto un litro,e' rimasto un litro,one liter remaining
\voice\fuel\one_litre_remaining,3.wav,e' rimasto un litro,e' rimasto un litro,one liter remaining
\voice\fuel\pit_window_for_fuel_closes_on_lap,1_op_prefix_ok.wav,dovremo fermarci per il carburante entro il giro,dovremo fermarci per il carburante entro il giro,we'll need to pit for fuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,2_op_prefix_ok.wav,dovremo fermarci per il carburante entro il giro,dovremo fermarci per il carburante entro il giro,we'll need to pit for fuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,3_op_prefix_ok.wav,dovremo fermarci per rifornimento entro il giro,dovremo fermarci per rifornimento entro il giro,we'll need to pit to refuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,4.wav,dovremo rifornire entro il giro,dovremo rifornire entro il giro,we'll need to refuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,5.wav,dovremo fermarci per il carburante entro il giro,dovremo fermarci per il carburante entro il giro,we'll need to pit for fuel by lap
\voice\fuel\pit_window_for_fuel_opens_after,1.wav,prevediamo che la finestra rifornimento si aprira' dopo,prevediamo che la finestra rifornimento si aprira' dopo,we predict your refuel window will open after
\voice\fuel\pit_window_for_fuel_opens_after,1_op_prefix_ok.wav,la nostra finestra rifornimento si aprira' dopo,la nostra finestra rifornimento si aprira' dopo,our refueling window will open after
\voice\fuel\pit_window_for_fuel_opens_after,2.wav,pensiamo che la finestra del pit stop per il carburante dovrebbe aprirsi dopo,pensiamo che la finestra del pit stop per il carburante dovrebbe aprirsi dopo,we think your pit window for fuel should open after
\voice\fuel\pit_window_for_fuel_opens_after,2_op_prefix_ok.wav,pensiamo che la finestra di rifornimento si apra dopo,pensiamo che la finestra di rifornimento si apra dopo,we think our refueling window will open after
\voice\fuel\pit_window_for_fuel_opens_after,3.wav,la nostra finestra rifornimento si aprira' dopo,la nostra finestra rifornimento si aprira' dopo,our refueling window will open after
\voice\fuel\pit_window_for_fuel_opens_after,4.wav,la nostra finestra rifornimento si apre dopo,la nostra finestra rifornimento si apre dopo,our refueling window opens after
\voice\fuel\pit_window_for_fuel_opens_after,5.wav,pensiamo che la finestra del pit stop per il rifornimento si aprira' dopo,pensiamo che la finestra del pit stop per il rifornimento si aprira' dopo,we think your pit window for refuel will open after
\voice\fuel\pit_window_for_fuel_opens_after,5_op_prefix_ok.wav,la nostra finestra carburante si apre dopo,la nostra finestra carburante si apre dopo,our fuel window will open after
\voice\fuel\pit_window_for_fuel_opens_on_lap,1.wav,pensiamo che la finestra del pit stop per il rifornimento si aprira' al giro,pensiamo che la finestra del pit stop per il rifornimento si aprira' al giro,we think the pit window for refueling will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,1_op_prefix_ok.wav,la finestra del carburante si apre al giro,la finestra del carburante si apre al giro,the fuel window opens on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,2.wav,prevediamo che la finestra del carburante si aprira' al giro,prevediamo che la finestra del carburante si aprira' al giro,we predict the fuel window will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,3.wav,la finestra del pit stop per il rifornimento dovrebbe aprirsi intorno al giro,la finestra del pit stop per il rifornimento dovrebbe aprirsi intorno al giro,the pit window for refueling should open about lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,3_op_prefix_ok.wav,la finestra del rifornimento si aprira' al giro,la finestra del rifornimento si aprira' al giro,your refuel window will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,4.wav,la finestra del pit stop per il carburante si aprira' al giro,la finestra del pit stop per il carburante si aprira' al giro,the pit window for fuel will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,4_op_prefix_ok.wav,la nostra finestra carburante si apre al giro,la nostra finestra carburante si apre al giro,our fuel window opens on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,5.wav,la finestra di rifornimento si apre al giro,la finestra di rifornimento si apre al giro,our refueling window opens on lap
\voice\fuel\plenty_of_fuel,1.wav,"e' fine, hai loads","e' fine, hai loads","it's fine, you got loads"
\voice\fuel\plenty_of_fuel,2.wav,hai un sacco di carburante,hai un sacco di carburante,you got loads of fuel
\voice\fuel\plenty_of_fuel,3.wav,hai carburante a sufficienza,hai carburante a sufficienza,you got plenty of fuel
\voice\fuel\ten_minutes_fuel,1_op_prefix_ok.wav,10 minuti di carburante rimasti,10 minuti di carburante rimasti,10 minutes of fuel remaining
\voice\fuel\ten_minutes_fuel,2_op_prefix_ok.wav,hai 10 minuti di carburante rimasti,hai 10 minuti di carburante rimasti,you've got 10 minutes of fuel remaining
\voice\fuel\ten_minutes_fuel,3.wav,hai 10 minuti di carburante rimasti,hai 10 minuti di carburante rimasti,you've got 10 minutes of fuel remaining
\voice\fuel\three_laps_fuel,1.wav,hai circa 3 giri di carburante rimasti,hai circa 3 giri di carburante rimasti,you've got about 3 laps of fuel left
\voice\fuel\three_laps_fuel,2.wav,stimiamo 3 giri di carburante rimasti,stimiamo 3 giri di carburante rimasti,we estimate 3 laps of fuel left
\voice\fuel\three_laps_fuel,3.wav,3 giri di carburante rimasti,3 giri di carburante rimasti,3 laps of fuel remaining
\voice\fuel\two_laps_fuel,1.wav,solo 2 giri di carburante rimasti,solo 2 giri di carburante rimasti,only 2 laps of fuel left
\voice\fuel\two_laps_fuel,2.wav,2 giri di carburante rimasti,2 giri di carburante rimasti,2 laps of fuel remaining
\voice\fuel\two_laps_fuel,3.wav,solo 2 giri di carburante rimasti,solo 2 giri di carburante rimasti,only 2 more laps of fuel
\voice\fuel\two_minutes_fuel,1.wav,hai 2 minuti di carburante rimasti,hai 2 minuti di carburante rimasti,you've got 2 minutes of fuel remaining
\voice\fuel\two_minutes_fuel,2.wav,2 minuti di carburante rimasti,2 minuti di carburante rimasti,2 minutes of fuel remaining
\voice\fuel\two_minutes_fuel,3.wav,2 minuti di carburante rimasti,2 minuti di carburante rimasti,2 minutes of fuel remaining
\voice\fuel\we_estimate,1.wav,stimiamo,stimiamo,we estimate
\voice\fuel\we_estimate,2.wav,dovrebbe essere circa,dovrebbe essere circa,should be about
\voice\fuel\we_estimate,3.wav,pensiamo circa,pensiamo circa,we think about
\voice\fuel\we_estimate_we_will_need,1.wav,stimiamo che ci serviranno,stimiamo che ci serviranno,we estimate we'll need
\voice\fuel\we_estimate_we_will_need,2.wav,pensiamo che dovremo,pensiamo che dovremo,we think we'll need
\voice\fuel\we_estimate_we_will_need,3.wav,dovremmo aver bisogno di,dovremmo aver bisogno di,we should need
\voice\fuel\we_estimate_we_will_need,4.wav,stimiamo che ci serviranno,stimiamo che ci serviranno,we estimate that we'll need
\voice\fuel\we_estimate_we_will_need,5.wav,stimiamo che ci serviranno circa,stimiamo che ci serviranno circa,we estimate we'll need about
\voice\fuel\we_estimate_we_will_need,6.wav,dovremmo aver bisogno di circa,dovremmo aver bisogno di circa,we should need about
\voice\fuel\we_estimate_we_will_need,7.wav,pensiamo che ci serviranno circa,pensiamo che ci serviranno circa,we reckon we'll need about
\voice\fuel\we_will_need_to_add,1.wav,dovremo aggiungere,dovremo aggiungere,we'll need to add
\voice\fuel\we_will_need_to_add,2.wav,pensiamo che dovremo aggiungere,pensiamo che dovremo aggiungere,we think we'll need to add
\voice\fuel\we_will_need_to_add,3.wav,sembra che dovremo aggiungere,sembra che dovremo aggiungere,it looks like we'll need to add
\voice\fuel\we_will_need_to_add,4.wav,stimiamo che dovremo aggiungere,stimiamo che dovremo aggiungere,we estimate we're gonna need to add
\voice\fuel\we_will_need_to_add,5.wav,dovremo aggiungere,dovremo aggiungere,we will need to add
\voice\fuel\we_will_need_to_add,6.wav,dovremo aggiungere,dovremo aggiungere,we'll need to add
\voice\fuel\we_will_need_to_pit_for_fuel,1_op_prefix_ok.wav,dovremo fermarci per il carburante,dovremo fermarci per il carburante,we'll need to pit for fuel
\voice\fuel\we_will_need_to_pit_for_fuel,2_op_prefix_ok.wav,dovremo rientrare per il rifornimento,dovremo rientrare per il rifornimento,we'll need to pit for refueling
\voice\fuel\we_will_need_to_pit_for_fuel,3_op_prefix_ok.wav,dovremo rifornire,dovremo rifornire,we'll need to refuel
\voice\fuel\we_will_need_to_pit_for_fuel,4_op_prefix_ok.wav,dovremo fermarci per il carburante,dovremo fermarci per il carburante,we'll need to pit for fuel
\voice\fuel\we_will_need_to_pit_for_fuel,5_op_prefix_ok.wav,dovremo fermarci per il carburante,dovremo fermarci per il carburante,we'll need to pit for fuel
\voice\fuel\will_need_to_stop_again,1.wav,dovremo fermarci di nuovo,dovremo fermarci di nuovo,we'll need to stop again
\voice\fuel\will_need_to_stop_again,2.wav,pensiamo che dovremo fermarci di nuovo,pensiamo che dovremo fermarci di nuovo,we think we'll need to stop again
\voice\fuel\will_need_to_stop_again,3.wav,dovremo fermarci di nuovo,dovremo fermarci di nuovo,we'll need to stop again
\voice\fuel\will_need_to_stop_again,4.wav,dovremo fermarci di nuovo per arrivare alla fine,dovremo fermarci di nuovo per arrivare alla fine,we'll need to stop again to get to the end
\voice\incidents\incident_points,1.wav,punti incidente,punti incidente,incident points
\voice\incidents\incident_points,2.wav,punti incidente,punti incidente,incident points
\voice\incidents\incident_points,3.wav,punti incidente,punti incidente,incident points
\voice\incidents\incidents,1.wav,incidenti,incidenti,incidents
\voice\incidents\incidents,2.wav,incidenti,incidenti,incidents
\voice\incidents\incidents,3.wav,incidenti,incidenti,incidents
\voice\incidents\no_incident_limit,1.wav,non c'e' limite incidenti,non c'e' limite incidenti,there's no incident limit
\voice\incidents\no_incident_limit,2.wav,non c'e' limite incidenti,non c'e' limite incidenti,there's no incident limit
\voice\incidents\no_incident_limit,3.wav,non c'e' limite incidenti,non c'e' limite incidenti,there's no incident limit
\voice\incidents\no_incident_points_limit,1.wav,non c'e' limite punti incidente,non c'e' limite punti incidente,there's no incident points limit
\voice\incidents\no_incident_points_limit,2.wav,non c'e' limite punti incidente,non c'e' limite punti incidente,there's no incident points limit
\voice\incidents\no_incident_points_limit,3.wav,non c'e' limite punti incidente,non c'e' limite punti incidente,there's no incident points limit
\voice\incidents\the_incident_limit_is,1.wav,il limite incidenti e',il limite incidenti e',the incident limit is
\voice\incidents\the_incident_limit_is,2.wav,il limite incidenti e',il limite incidenti e',the incident limit is
\voice\incidents\the_incident_limit_is,3.wav,il limite incidenti e',il limite incidenti e',the incident limit is
\voice\incidents\the_incident_points_limit_is,1.wav,il limite punti incidente e',il limite punti incidente e',the incident points limit is
\voice\incidents\the_incident_points_limit_is,2.wav,il limite punti incidente e',il limite punti incidente e',the incident points limit is
\voice\incidents\the_incident_points_limit_is,3.wav,il limite punti incidente e',il limite punti incidente e',the incident points limit is
\voice\incidents\you_have,1.wav,hai,hai,you have
\voice\incidents\you_have,2.wav,hai,hai,you have
\voice\incidents\you_have,3.wav,hai,hai,you have
\voice\lap_counter\end_of_session,1.wav,e' la fine della sessione,e' la fine della sessione,that's the end of the session
\voice\lap_counter\end_of_session,2.wav,e' la fine della sessione,e' la fine della sessione,that's the end of the session
\voice\lap_counter\end_of_session,3.wav,e' la fine della sessione,e' la fine della sessione,that's the end of the session
\voice\lap_counter\end_of_session_pole,1.wav,"e' la fine della sessione, pole position, ben fatto","e' la fine della sessione, pole position, ben fatto","that's the end of the session, pole position, well done, mate"
\voice\lap_counter\end_of_session_pole,2.wav,"e' la fine della sessione, pole position, ottimo","e' la fine della sessione, pole position, ottimo","that's the end of the session, pole position, nice one"
\voice\lap_counter\end_of_session_pole,3.wav,fine della sessione sei in pole bravo,fine della sessione sei in pole bravo,"that's the end of the session, you're on pole, well done"
\voice\lap_counter\finished_race,1_op_suffix_bad_luck.wav,"ok, e' over","ok, e' over","okay, it's over"
\voice\lap_counter\finished_race,2.wav,ecco la bandiera a scacchi,ecco la bandiera a scacchi,there's the checkered flag
\voice\lap_counter\finished_race,3_op_suffix_bad_luck.wav,"it, siamo done","it, siamo done","that's it, we're done"
\voice\lap_counter\finished_race,4.wav,"e' la fine della gara, li prenderemo la prossima volta","e' la fine della gara, li prenderemo la prossima volta","that's the end of the race, we'll get 'em next time"
\voice\lap_counter\finished_race,5.wav,ecco e' finita riporta la macchina,ecco e' finita riporta la macchina,"there we go, it's over, bring it back round"
\voice\lap_counter\finished_race,6.wav,"ok, siamo done","ok, siamo done","okay, we're done"
\voice\lap_counter\finished_race,7.wav,"e' la fine della gara, non importa","e' la fine della gara, non importa","that's the end of the race, never mind"
\voice\lap_counter\finished_race,8.wav,"e' la fine della gara, sfortuna","e' la fine della gara, sfortuna","that's the end of the race, bad luck, mate"
\voice\lap_counter\finished_race_good_finish,1.wav,"ok, è finita, ben fatto, buon risultato","ok, è finita, ben fatto, buon risultato","okay, it's over, well done, mate, good finish"
\voice\lap_counter\finished_race_good_finish,2.wav,"ok, è il traguardo, ben fatto","ok, è il traguardo, ben fatto","okay, that's the finish, well done, mate"
\voice\lap_counter\finished_race_good_finish,3.wav,"ok, e' over, bella guida","ok, e' over, bella guida","okay, it's over, good drive"
\voice\lap_counter\finished_race_good_finish,4.wav,"ben fatto, buon risultato","ben fatto, buon risultato","well done, mate, good finish"
\voice\lap_counter\finished_race_good_finish,5.wav,"ecco il traguardo, bella guida","ecco il traguardo, bella guida","there's the finish, good drive"
\voice\lap_counter\finished_race_good_finish,6.wav,"ed ecco il traguardo, buon risultato, ben fatto","ed ecco il traguardo, buon risultato, ben fatto","and there's the finish, good result, mate, well done"
\voice\lap_counter\finished_race_good_finish,7.wav,ecco il traguardo bravo,ecco il traguardo bravo,"there's the finish, well done"
\voice\lap_counter\finished_race_good_finish,8.wav,"ok è la fine, buon risultato, ben fatto","ok è la fine, buon risultato, ben fatto","okay that's the end, good finish, mate, well done"
\voice\lap_counter\finished_race_last,1.wav,ecco la bandiera a scacchi deludente,ecco la bandiera a scacchi deludente,"there's the checkered flag, that's disappointing"
\voice\lap_counter\finished_race_last,2.wav,"ok, e' over, bloody awful result","ok, e' over, bloody awful result","okay, it's over, bloody awful result, mate"
\voice\lap_counter\finished_race_last,3.wav,"ok, e' finita, andiamo via e cerchiamo di dimenticare questa","ok, e' finita, andiamo via e cerchiamo di dimenticare questa","okay, that's the end, let's get out of here, try and forget this one, eh"
\voice\lap_counter\finished_race_last,sweary_4.wav,"c'e' la bandiera a scacchi, giornata di merda, raccogliamo e andiamo a casa","c'e' la bandiera a scacchi, giornata di merda, raccogliamo e andiamo a casa","there's the checkered flag, shit day, mate, let's just pack up and go home"
\voice\lap_counter\finished_race_last,sweary_5.wav,"shit result, , hard luck","shit result, , hard luck","shit result, mate, hard luck"
\voice\lap_counter\finished_race_last,sweary_6.wav,e' stata una cazzo di perdita di tempo,e' stata una cazzo di perdita di tempo,that was a fucking waste of time
\voice\lap_counter\form_up_behind,1.wav,mettiti in fila dietro,mettiti in fila dietro,form up behind
\voice\lap_counter\form_up_behind,2.wav,take posizione dietro,take posizione dietro,take position behind
\voice\lap_counter\form_up_behind,3.wav,mettiti in fila dietro,mettiti in fila dietro,line up behind
\voice\lap_counter\form_up_behind,4.wav,mettiti in fila dietro,mettiti in fila dietro,form up behind
\voice\lap_counter\form_up_behind,5.wav,take posizione dietro,take posizione dietro,take position behind
\voice\lap_counter\get_ready,10.wav,"ok, preparati","ok, preparati","okay, get ready"
\voice\lap_counter\get_ready,11.wav,"preparati, è il momento di spingere","preparati, è il momento di spingere","get ready, mate, it's hammer time"
\voice\lap_counter\get_ready,12_op_prefix_ok.wav,preparati guarda i semafori,preparati guarda i semafori,"be ready, watch for the lights"
\voice\lap_counter\get_ready,13.wav,guarda i semafori,guarda i semafori,watch for the lights
\voice\lap_counter\get_ready,14.wav,preparati e stai pulito,preparati e stai pulito,"get ready, keep your nose clean"
\voice\lap_counter\get_ready,16_op_prefix_ok.wav,pulito e preciso stai fuori dai guai,pulito e preciso stai fuori dai guai,"nice and neat, stay out of trouble"
\voice\lap_counter\get_ready,1_op_prefix_ok.wav,preparati,preparati,get ready
\voice\lap_counter\get_ready,20.wav,preparati,preparati,get ready
\voice\lap_counter\get_ready,21.wav,preparati e' ora di concentrarsi,preparati e' ora di concentrarsi,"get ready, time to focus"
\voice\lap_counter\get_ready,22.wav,"ok, preparati","ok, preparati","okay, mate, get ready"
\voice\lap_counter\get_ready,24.wav,ci siamo preparati,ci siamo preparati,"here we go, get ready"
\voice\lap_counter\get_ready,25.wav,ci siamo preparati,ci siamo preparati,"here we go, be ready"
\voice\lap_counter\get_ready,26.wav,preparati,preparati,be ready
\voice\lap_counter\get_ready,27.wav,"ok, preparati","ok, preparati","okay, get ready"
\voice\lap_counter\get_ready,28.wav,concentrati preparati,concentrati preparati,"concentrate, be ready"
\voice\lap_counter\get_ready,29.wav,preparati,preparati,"get ready, mate"
\voice\lap_counter\get_ready,2_op_prefix_ok.wav,preparati,preparati,get ready
\voice\lap_counter\get_ready,30.wav,"preparati, stiamo per partire","preparati, stiamo per partire","be ready, we're about to go green"
\voice\lap_counter\get_ready,31.wav,"ok, preparati, rilassati","ok, preparati, rilassati","okay, mate, get ready, relax"
\voice\lap_counter\get_ready,32.wav,attenzione preparati,attenzione preparati,"heads up, get ready"
\voice\lap_counter\get_ready,33.wav,"attenzione, si riparte","attenzione, si riparte","heads up, we're going green"
\voice\lap_counter\get_ready,34.wav,"ok, preparati","ok, preparati","okay, mate, get ready"
\voice\lap_counter\get_ready,3_op_prefix_ok.wav,preparati,preparati,be ready
\voice\lap_counter\get_ready,4.wav,preparati,preparati,get ready
\voice\lap_counter\get_ready,5_op_prefix_ok.wav,preparati,preparati,get ready
\voice\lap_counter\get_ready,6.wav,preparati,preparati,be ready
\voice\lap_counter\get_ready,7.wav,preparati,preparati,get ready
\voice\lap_counter\get_ready,8_op_prefix_ok.wav,ci siamo,ci siamo,here we go
\voice\lap_counter\get_ready,9_op_prefix_ok.wav,stai calmo concentrati,stai calmo concentrati,"stay calm, focus"
\voice\lap_counter\get_ready,sweary_15_op_prefix_ok.wav,ci siamo non mandare tutto a puttane,ci siamo non mandare tutto a puttane,"here we go, don't fuck this up"
\voice\lap_counter\get_ready,sweary_17_op_prefix_ok.wav,facciamolo bene niente cazzate,facciamolo bene niente cazzate,"let's get this right, no fuck ups"
\voice\lap_counter\get_ready,sweary_18.wav,"ok, cerchiamo di evitare il caos in curva 1","ok, cerchiamo di evitare il caos in curva 1","okay, let's try to avoid the turn 1 clusterfuck"
\voice\lap_counter\give_that_position_back,1.wav,give that posizione back,give that posizione back,give that position back
\voice\lap_counter\give_that_position_back,2.wav,dobbiamo restituire quella posizione,dobbiamo restituire quella posizione,we need to give that position back
\voice\lap_counter\give_that_position_back,3_op_suffix_please.wav,give that posizione back,give that posizione back,give that position back
\voice\lap_counter\green_green_green,1.wav,vai vai vai,vai vai vai,"go, go, go"
\voice\lap_counter\green_green_green,10.wav,dai gas verde verde verde,dai gas verde verde verde,"floor it, green, green, green"
\voice\lap_counter\green_green_green,11.wav,vai tutta,vai tutta,"go, nail it"
\voice\lap_counter\green_green_green,12.wav,vai,vai,go
\voice\lap_counter\green_green_green,13.wav,vai,vai,go
\voice\lap_counter\green_green_green,14.wav,verde verde verde,verde verde verde,"green, green, green"
\voice\lap_counter\green_green_green,15.wav,vai vai vai,vai vai vai,"go, go, go"
\voice\lap_counter\green_green_green,16.wav,vai vai vai,vai vai vai,"go, go, go"
\voice\lap_counter\green_green_green,17.wav,verde verde verde,verde verde verde,"green, green, green"
\voice\lap_counter\green_green_green,18.wav,vai,vai,go
\voice\lap_counter\green_green_green,19.wav,andiamo,andiamo,let's go
\voice\lap_counter\green_green_green,2.wav,verde verde verde,verde verde verde,"green, green, green"
\voice\lap_counter\green_green_green,20.wav,dai gas,dai gas,floor it
\voice\lap_counter\green_green_green,3.wav,verde verde verde,verde verde verde,"green, green, green"
\voice\lap_counter\green_green_green,4.wav,verde verde verde,verde verde verde,"green, green, green"
\voice\lap_counter\green_green_green,5.wav,verde verde verde,verde verde verde,"green, green, green"
\voice\lap_counter\green_green_green,6.wav,vai vai vai,vai vai vai,"go, go, go"
\voice\lap_counter\green_green_green,7.wav,vai,vai,go
\voice\lap_counter\green_green_green,8.wav,vai vai vai,vai vai vai,"go, go, go"
\voice\lap_counter\green_green_green,9.wav,verde andiamo andiamo,verde andiamo andiamo,"green, let's go, let's go"
\voice\lap_counter\hold_position_behind,1.wav,mantieni la posizione dietro,mantieni la posizione dietro,hold position behind
\voice\lap_counter\hold_position_behind,2.wav,resta dietro,resta dietro,stay behind
\voice\lap_counter\hold_position_behind,3.wav,mantieni la posizione dietro,mantieni la posizione dietro,hold your position behind
\voice\lap_counter\hold_this_position_until_start_line,1_op_suffix_please.wav,mantieni questa posizione fino alla linea di partenza,mantieni questa posizione fino alla linea di partenza,maintain this position until the start line
\voice\lap_counter\hold_this_position_until_start_line,2_op_suffix_please.wav,mantieni questa posizione fino alla linea di partenza,mantieni questa posizione fino alla linea di partenza,hold this position until the start line
\voice\lap_counter\hold_this_position_until_start_line,3.wav,rimani in questa posizione fino alla linea di partenza,rimani in questa posizione fino alla linea di partenza,stay in this position until the start line
\voice\lap_counter\hold_your_position,1.wav,mantieni la posizione,mantieni la posizione,hold your position
\voice\lap_counter\hold_your_position,2.wav,mantieni la posizione,mantieni la posizione,hold your position
\voice\lap_counter\hold_your_position,3.wav,devi mantenere la posizione,devi mantenere la posizione,you need to hold your position
\voice\lap_counter\laps_make_them_count,1.wav,"giri, let's make them count","giri, let's make them count","laps, let's make them count"
\voice\lap_counter\laps_make_them_count,2.wav,"giri, make 'em count","giri, make 'em count","laps, make 'em count"
\voice\lap_counter\laps_make_them_count,3.wav,"giri, let's make 'em count","giri, let's make 'em count","laps, let's make 'em count"
\voice\lap_counter\laps_make_them_count,4.wav,"giri, make 'em count","giri, make 'em count","laps, make 'em count"
\voice\lap_counter\last_lap,1.wav,un altro giro al termine,un altro giro al termine,one more lap to go
\voice\lap_counter\last_lap,2.wav,ancora uno,ancora uno,one more to go
\voice\lap_counter\last_lap,3.wav,un altro giro al termine,un altro giro al termine,one more lap to go
\voice\lap_counter\last_lap,4.wav,ultimo giro,ultimo giro,last lap
\voice\lap_counter\last_lap_leading,1.wav,"un altro giro per la vittoria, dai","un altro giro per la vittoria, dai","one more lap for the win, come on"
\voice\lap_counter\last_lap_leading,2_op_suffix_come_on.wav,"un altro giro al termine, rimani concentrato","un altro giro al termine, rimani concentrato","one more lap to go, stay focused"
\voice\lap_counter\last_lap_leading,3.wav,"ancora un giro, primo","ancora un giro, primo","one more lap, you're P1"
\voice\lap_counter\last_lap_leading,4_op_prefix_come_on.wav,"un altro giro, tieni duro, vinceremo","un altro giro, tieni duro, vinceremo","one more lap, keep it together, we'll win this"
\voice\lap_counter\last_lap_leading,sweary_5_op_prefix_come_on.wav,"ultimo giro, tieni duro, non sei ancora arrivato","ultimo giro, tieni duro, non sei ancora arrivato","last lap, keep your shit together, you're not home yet"
\voice\lap_counter\last_lap_top_three,1.wav,"ultimo giro, sembra buono per un podio","ultimo giro, sembra buono per un podio","last lap, looking good for a podium"
\voice\lap_counter\last_lap_top_three,2_op_suffix_come_on.wav,"ultimo giro, portala a casa","ultimo giro, portala a casa","last lap, bring it on home"
\voice\lap_counter\last_lap_top_three,3_op_prefix_ok.wav,ancora uno tieni duro saremo sul podio,ancora uno tieni duro saremo sul podio,"one more to go, keep it together, we'll be on the podium"
\voice\lap_counter\leader_has_crossed_start_line,1.wav,il leader ha tagliato il traguardo,il leader ha tagliato il traguardo,the leader's crossed the line
\voice\lap_counter\leader_has_crossed_start_line,1_op_prefix_ok.wav,il leader ha tagliato il traguardo,il leader ha tagliato il traguardo,the leader's crossed the line
\voice\lap_counter\leader_has_crossed_start_line,2.wav,il leader della gara ha tagliato il traguardo,il leader della gara ha tagliato il traguardo,the race leader's crossed the line
\voice\lap_counter\leader_has_crossed_start_line,3.wav,i primi sono sotto bandiera verde,i primi sono sotto bandiera verde,the leaders are under green
\voice\lap_counter\leader_has_crossed_start_line,4.wav,il leader ha tagliato il traguardo,il leader ha tagliato il traguardo,the leader's crossed the line
\voice\lap_counter\leader_has_gone,1.wav,il leader e' partito,il leader e' partito,the leader's gone
\voice\lap_counter\leader_has_gone,2.wav,il leader sta accelerando,il leader sta accelerando,the leader's accelerating
\voice\lap_counter\leader_has_gone,3.wav,il leader ha dato gas,il leader ha dato gas,the leader's floored it
\voice\lap_counter\leader_has_gone,4.wav,il leader e' partito,il leader e' partito,the leader has gone
\voice\lap_counter\leader_has_gone,5.wav,il leader e' partito,il leader e' partito,the leader's started
\voice\lap_counter\manual_formation_lap_mode_disabled,1.wav,"ricevuto, niente giro di formazione","ricevuto, niente giro di formazione","acknowledged, no formation lap"
\voice\lap_counter\manual_formation_lap_mode_disabled,2.wav,capito niente partenza lanciata,capito niente partenza lanciata,"understood, no rolling start"
\voice\lap_counter\manual_formation_lap_mode_disabled,3.wav,"ricevuto, niente giro di formazione","ricevuto, niente giro di formazione","acknowledged, no formation lap"
\voice\lap_counter\manual_formation_lap_mode_enabled,1.wav,ricevuto partenza lanciata manuale,ricevuto partenza lanciata manuale,"acknowledged, manual rolling start"
\voice\lap_counter\manual_formation_lap_mode_enabled,2.wav,"capito, giro di formazione manuale","capito, giro di formazione manuale","understood, manual formation lap"
